dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,282.323314,205.235817,241.900960,19.688530,-64.577397,0.000000,4.753532
0.020000,282.337022,204.855226,242.281815,18.396982,-64.577397,0.000000,4.743291
0.020000,282.346330,204.500325,242.636840,17.105434,-64.577397,-0.000000,4.733966
0.020000,282.352036,204.171171,242.966033,15.813886,-64.577397,0.000000,4.725507
0.020000,282.354853,203.867824,243.269395,14.522338,-64.577397,-0.000000,4.717868
0.020000,282.355419,203.590296,243.546926,13.230790,-64.577397,0.000000,4.711009
0.020000,282.354299,203.338605,243.798627,11.939242,-64.577397,0.000000,4.704892
0.020000,282.351994,203.112749,244.024496,10.647694,-64.577397,0.000000,4.699486
0.020000,282.348939,202.912720,244.224534,9.356146,-64.577397,0.000000,4.694762
0.020000,282.345514,202.738560,244.398742,8.064598,-64.577397,0.000000,4.690697
0.020000,282.342042,202.590224,244.547118,6.773051,-64.577397,0.000000,4.687270
0.020000,282.338791,202.467715,244.669664,5.481503,-64.577397,-0.000000,4.684464
0.020000,282.335985,202.371042,244.766379,4.189955,-64.577397,0.000000,4.682265
0.020000,282.333793,202.300188,244.837262,2.898407,-64.577397,-0.000000,4.680661
0.020000,282.332341,202.255171,244.882315,1.606859,-64.577397,0.000000,4.679646
0.020000,282.331652,202.234296,244.903189,0.480542,-56.315820,413.078848,4.679176
0.020000,282.331492,202.229488,244.907994,0.000000,-24.027121,1614.434913,4.679068
0.020000,282.331492,202.229488,244.907994,0.000000,0.000000,1201.356065,4.679068
